"Name","Owner","Action","Priority","Reviewed","Action Reason","Revisit At","Description","Tags","Sector","Industry","Country","Is Tech Startup Score","Tech Startup Likelihood Assessment","Is Tech Startup?","Score","VAL Priority Score","VAL Priority Reason","Comments","Website","Linkedin","Lead source","Founded","Linked Opportunities"
"Angle Recruitment, Maritime Talent Experts","Isaac KWA","reject","","Yes","Recruitment / executive search agency","","The very foundation of our business is built upon achieving success for our clients and candidates through our unique expertise. Building relationships, sharing knowledge, and upholding core values and highest service standards are core to our business. We forge genuine and lasting partnerships with companies and talent to find the best match. We’re committed to becoming best partners with our clients and candidates  – to truly understand their needs and exceeding their expectations, each time, every time.","","Others","Executive Search Services","Singapore","2","Based on the given description and website text, it is unlikely that this company is a technology start-up. The focus of the company seems to be on providing recruitment and executive search services in the maritime and energy sectors. While they may use technology in their operations, it does not appear to be their primary focus or innovative aspect of their business.","No","","","","","anglerecruitment.com","https://www.linkedin.com/company/anglerecruitment","Coresignal","2023",""
"Artan Consulting Pte. Ltd., Singapore","Isaac KWA","reject","","Yes","Cybersecurity consultancy","","Artan Consulting Pte. Ltd. is a Singapore-based company specializing in cybersecurity consultation, advisory, audit services, and training. Our mission is to aid organizations in evaluating and fortifying their cybersecurity posture through a comprehensive assessment of their control environment, identifying key risks, and helping them implement risk mitigation measures. 

Furthermore, we are committed to helping IT professionals and students to make their mark in the cybersecurity sector, offering targeted training and certification programs to foster their upward career progression.

Twitter: https://twitter.com/artanconsulting","","Others","IT Services and IT Consulting","Singapore","3","Based on the description provided, Artan Consulting Pte. Ltd. is primarily focused on providing cybersecurity consultation, advisory, audit services, and training. While they may utilize technology in their services, their main focus is on offering professional services rather than developing innovative technology products or solutions. Therefore, it is unlikely that Artan Consulting would be considered a technology start-up.","No","","","","","artanconsulting.com","https://www.linkedin.com/company/artanconsulting","Coresignal","2023",""
"Asia Food Gourmet","Isaac KWA","reject","","Yes","Could be classified as a consumer D2C play but I assume that it is a traditional business for now. Too little information for now to distinguish
","","Asia Food Gourmet is ready with retail and commercial products such as soy sauce, speciality sauces and other food ingredients that serves both retail and commercial customers.
We also offer bespoke food gifting solutions for all of our clients to ensure that their gift is truly memorable for their recipient with a wide range of gourmet gifts that can be suited to the recipient's dietary requirements as well.","","Others","Wholesale Food and Beverage","Singapore","2","Based on the given description, Asia Food Gourmet does not appear to be a technology start-up. The company focuses on supplying food ingredients and providing customized food gifting solutions. There is no mention of innovative technology or a marketplace need being addressed through technology. Therefore, the likelihood of it being a technology start-up is low.","No","","","","","asiafoodgourmet.com","https://www.linkedin.com/company/asia-food-gourmet","Coresignal","2023",""
"Avantech Consultancy Pte Ltd","Isaac KWA","reject","","Yes","Security consultancy servies deploying tech solutions / private investigation","","Avantech is a professional firm offering
consultancy on technology, digital and
process based solutions to enable
businesses to be future ready, profitable
and sustainable. We serve our clients in niche areas such as Business Transformation, Digitalisation, Automation, Process Enhancement, Audit/Surveys and Grants Applications.","","Others","Business Consulting and Services","Singapore","2","Based on the company description and website text provided, Avantech is a professional firm offering consultancy services in technology, digital, and process-based solutions. While they may utilize technology in their services, their primary focus is on providing consulting and advisory services rather than developing innovative technology products or services. Therefore, it is unlikely that Avantech would be considered a technology start-up.","No","","","","","avantech.sg","https://www.linkedin.com/company/avantech-consultancy-pte-ltd","Coresignal","2023",""
"ayks","Isaac KWA","reject","","Yes","Business consultancy firm","","Many people struggle with complex business problems. We connect the dots, bring clarity and co-create solutions, so they can focus on growing the business.

What do small and medium business owners have in common with business unit leaders in multinational companies?

Plenty of decision makings to be done, within short lead time, with limited budget.

This is where we support you.

Whether it is to evaluate the business case for automations, or implementing the automations themselves …

Whether it is to do the user experience research to compliment the business idea, or creating the bespoke application to capture the market …

Whether it is developing personal development plan for your employees or designing a corporate culture that people can be proud of …

At ayks, we act as your trusted advisor. Not alone. We bring the power of our partners in the ecosystem to serve you.

You can focus on what you do best and we’ll manage the rest. We’ve got you covered.

ayks is the business consulting arm of Shannon Pte. Ltd.","","Others","Business Consulting and Services","Singapore","3","Based on the given company description and website text, it is unlikely that this company is a technology start-up. The focus of the company seems to be on providing business consulting services and solutions rather than developing innovative technology products or services. The description mentions services such as evaluating business cases for automation, user experience research, and developing personal development plans, which are more aligned with consulting and professional services. While technology may be utilized in their solutions, it does not appear to be the primary focus of the company.","No","","","","","ayks.io","https://www.linkedin.com/company/ayks","Coresignal","2023",""
"Beautiful Humans SG","Isaac KWA","reject","","Yes","Student-led project
","","We are a mental health project that seeks to empower individuals to embrace their unique beauty, both inside and out. 

We mentor student-led mental health projects, enabling them to grow and take charge as advocates for the future.

We aim to connect various mental health groups at different stages of society; from school projects to established organizations, into a network that allows for a more cohesive effort towards tackling mental health in Singapore.","","Others","Community Services","Singapore","2","Based on the given description and website text, it is unlikely that this company is a technology start-up. The focus of the company appears to be on mental health advocacy and connecting various mental health groups, rather than on developing innovative technology solutions. The website text mentions conversations, dialogues, events, art, and socials, which are not typically associated with technology start-ups. Additionally, the company's social media presence on Instagram and LinkedIn suggests a focus on community engagement rather than technology development.","No","","","","","beautiful_humans_sg.vertex_invalid","https://www.linkedin.com/company/beautiful-humans-sg","Coresignal","2023",""
"Beyond Events Asia","Isaac KWA","reject","","Yes","Events management","","Specializing in destinations across Asia, we design corporate events that are authentic to your brand, curating experiences that are meaningful as well as help you find holistic solutions to the success.","","Others","Events Services","Singapore","2","Based on the given description, the company appears to be a corporate events planning and management company specializing in destinations across Asia. There is no mention of innovative technology or a marketplace need being addressed through technology. The focus seems to be on curating authentic experiences and finding holistic solutions for success, which align more with professional and consulting services rather than a technology startup.","No","","","","","beyondeventsasia.com","https://www.linkedin.com/company/beyondeventsasia","Coresignal","2023",""
"Bryd","Isaac KWA","reject","","Yes","Slack consultancy firm","","Bryd is a Slack consultancy that offers services and technology to help you launch, manage, and optimize your workplace experience. Founded by former employees of Slack and Salesforce, our team is here to demonstrate the true potential of Slack and the real power of this productivity platform. 

We specialize in providing clear guidance on how to effectively utilize Slack within your organization. Together, we'll co-create a connected collaboration hub that centralizes all your human and system notifications and streamlines your processes. 

Our ultimate goal is to empower your employees and customers to be happy and productive, regardless of their location or working arrangements. 

Here are some of the services we offer: 
* Launch Packages: Kickstart your Slack implementation with our comprehensive launch packages.
* Relaunch and Rebuild: Enhance and optimize your existing Slack setup for better performance.
* Training and Enablement: Equip your team with the necessary skills and knowledge to maximize their productivity on Slack.
* Usage Reviews: Gain valuable insights into your organization's Slack usage and identify areas for improvement.
* Organization Level Up Package: Elevate different departments such as IT, Sales, Service, and Marketing etc with tailored solutions.
* Grid Migration: Seamlessly transition to Slack's Enterprise Grid for enhanced scalability and control.
* Managed Services Packages: Let us handle the ongoing management and support of your Slack environment.
* Custom Apps, Workflows, and Bots: Enhance Slack's capabilities with custom-built solutions to meet your unique requirements.
* Partner Applications: Integrate third-party applications seamlessly into your Slack workflow.

At Bryd, we're committed to helping you unlock the full potential of Slack and transform your workplace into a hub of collaboration and productivity. 

Get in touch with us today to embark on or improve your Slack journey.","","Others","IT Services and IT Consulting","Singapore","3","Based on the company description and website text provided, Bryd appears to be a consultancy that offers services and technology to help organizations optimize their workplace experience using Slack. While they mention providing technology solutions and custom apps, their main focus seems to be on consulting and advising clients on how to effectively use Slack. This does not align with the definition of a tech startup, which typically involves developing innovative technology products or services to meet a marketplace need. Therefore, the likelihood of Bryd being a technology startup is low.","No","","","","","bryd.io","https://www.linkedin.com/company/bryd-consulting","Coresignal","2023",""
"BulletTrain Asia","Isaac KWA","reject","","Yes","Consultancy","","Dedicated to helping brands and platforms grow in partnership in Asia with better marketing communications outputs and standout business performance.","","Others","Marketing Services","Singapore","3","Based on the given company description and website text, it is unlikely that this company is a technology start-up. While they mention delivering brands a competitive advantage with new creative and media technology partners, there is no specific mention of developing or offering innovative technology products or services. The focus seems to be more on marketing communications and business growth. Additionally, the founder's expertise is in media and communications planning, rather than technology development. Therefore, it is more likely that this company falls into the category of professional and consulting services rather than a technology start-up.","No","","","","","bullettrain.asia","https://www.linkedin.com/company/bullettrain-asia","Coresignal","2023",""
"Choisse","Isaac KWA","reject","","Yes","Jewellery subscription plan (with online account)","","Choisse is the first jewelry brand that offers fine and demi-fine jewelry in a subscription model: a new jewelry experience born with circular economy and positive impact nature from the start.","","Consumer","Retail Luxury Goods and Jewelry","Singapore","3","Based on the given information, Choisse does not appear to be a technology start-up. It is a jewelry brand that offers a subscription model for fine and demi-fine jewelry. While they may use technology for their website and logistics, their main focus is on the jewelry industry and not on innovative technology.","No","","","","","choisse.com","https://www.linkedin.com/company/choisse","Coresignal","2023",""
"Curiosa","Isaac KWA","reject","","Yes","Poor fit","","Curiosa is not your neighbourhood art store nor are we just another poster shop. We specialize in limited-edition metal posters that truly make your walls pop. Be it for your home, office or cafe, we've got you covered.

Our metal posters are manufactured in 10+ major cities worldwide, and use a 7-color UV direct printing method to ensure fast shipping and unbeatable quality.

We are a young company, but a quickly growing one. Our mission is for our limited-edition posters to brighten up 1 million spaces by 2028, and to put a smile on every owner's face, every single time they look at their poster.","","Others","Retail Art Dealers","Singapore","3","Based on the given description, the company does not mention any innovative technology or tech-focused products or services. They specialize in limited-edition metal posters and use a 7-color UV direct printing method for manufacturing. While they mention fast shipping and unbeatable quality, there is no indication of any unique or innovative technology being used. Therefore, the likelihood of this company being a technology start-up is low.","No","","","","","curiosa.art","https://www.linkedin.com/company/curiosa-art","Coresignal","2023",""
"Delryt Pte. Ltd","","revisit","","Yes","Marketplace for F&B trademarks for leasing","2024-05-04T00:00:00Z","DELRYT Pte Ltd. a Singapore based online marketplace for goods (including food) and lessor of non-financial intangible assets (e.g. patents, trademarks, brand names etc). Currently 'lessor' of 03 premium F&B brands namely UTSHOB, INDO CHINESE and KEBABS n CURRIES by leasing of non-financial intangible trade marks and brand names for Bangladesh market to the 'lessee', Unimart Ltd, the F&B Retail wing of United Group, one of the largest conglomerate of Bangladesh.","","Others","Internet Marketplace Platforms","Singapore","1","This company is primarily involved in leasing non-financial intangible assets and operating an online marketplace, which does not align with the definition of a tech startup. They are not developing their own software product or database.","No","","","","","delryt.com","https://www.linkedin.com/company/delryt","Coresignal","2023",""
"DigiLearn Academy","Isaac KWA","reject","","Yes","Online digital marketing courses","","Accelerate your career with expert-led online Digital Marketing courses

Enroll in one of our courses today and take the first step towards a successful career in digital marketing","","Others","Education","Singapore","3","Based on the given description and website text, it is unlikely that this company is a technology start-up. The focus of the company seems to be on offering online digital marketing courses and professional services, rather than developing innovative technology products or services. The description mentions expert-led courses, certifications, and support for various digital marketing platforms, indicating a focus on education and training in the field of digital marketing. While technology may be used in the delivery of these courses, it does not appear to be the primary focus or core offering of the company.","No","","","","","digilearn.academy","https://www.linkedin.com/company/digilearn-academy","Coresignal","2023",""
"DMC GLOBAL PTE. LTD.","Isaac KWA","reject","","Yes","Traditional business
","","Warm greetings from DMC Global PTE. LTD.!
We are Singapore company which now specializing in Trading High quality Base Oil Group I, Group II and Lubricating Additives all kinds. 
With advantage of best quality on the market, Form of payment flexibly and quickly, especially completely price in the market, DMC Global PTE. LTD. confidently to serve all customers with satisfaction.
Please contact for giving more details, do not hesitate to let us know if there is any question. We look forward to establish strong cooperation with you!","","Others","Oil Extraction","Singapore","2","Based on the given description, the company is primarily focused on trading high-quality base oil and lubricating additives. There is no mention of any innovative technology or products that would indicate a technology start-up. The company seems to be more of a trading company rather than a technology-driven start-up.","No","","","","","dmcglobal.sg","https://www.linkedin.com/company/dmcglobalpteltd","Coresignal","2023",""
"EcoMint Design Pte Ltd","Isaac KWA","reject","","Yes","This one is a bit tough. Could be classified as a curated marketplace but I'll just classify it as non-tech
","","Welcome to EcoMintDesign, where we are passionate about shaping a greener future. Our unwavering commitment lies in promoting sustainability, minimizing carbon footprints, and empowering individuals to embrace eco-conscious choices. Through our thoughtfully curated brand offerings, engaging art workshops, and exceptional product and interior design services, we strive to create a lasting positive impact on both our environment and the lives of our customers.

Join us on this transformative journey towards a sustainable world. Explore our recommended brands, participate in our enriching art workshops, and experience our exceptional product and interior design services. Together, let's create a future where sustainability and style seamlessly coexist.","","Sustainability","Design Services","Singapore","3","Based on the given company description and website text, it is unlikely that EcoMintDesign is a technology start-up. While they mention promoting sustainability and minimizing carbon footprints, there is no specific mention of innovative technology or a marketplace need being addressed through technology. The focus seems to be more on eco-conscious choices, art workshops, and product and interior design services. Therefore, it is more likely that EcoMintDesign falls into the Sustainability category rather than being a technology start-up.","No","","","","","ecomintdesign.com","https://www.linkedin.com/company/ecomintdesign","Coresignal","2023",""
"Elev8te","Isaac KWA","reject","","Yes","Business consultancy","","Elev8te is a dynamic business consulting and growth advisory firm that excels in assisting companies of all sizes and industries to achieve their goals and objectives. With a team boasting a diverse range of expertise spanning across various sectors, Elev8te offers a comprehensive suite of services tailored to meet the unique needs of each client. 

Business consulting and growth advisory are crucial for companies looking to thrive in today's ever-evolving marketplace. Elev8te's team of experts has the knowledge and experience to guide organizations through a multitude of challenges and opportunities, empowering them to reach their full potential. Whether your company is a small startup striving to gain a foothold in the market or a large corporation seeking to enhance its operational efficiency, Elev8te can provide the support and strategies necessary to elevate your business.

Elev8te's services encompass a wide array of offerings, including strategic planning, market research, financial analysis, operational optimization, technology integration, and more. By working closely with Elev8te, clients can benefit from tailored solutions that address specific pain points and seize growth prospects.

For any business looking to gain a competitive edge, Elev8te offers a pathway to success. Get in touch with Elev8te's team to discover how their expertise can help you navigate the complexities of your industry and drive your business to new heights. Whether you need guidance on refining your business strategy, optimizing your operations, or exploring new growth opportunities, Elev8te is well-equipped to provide the necessary insights and support for your journey to success.","","Others","Business Consulting and Services","Singapore","3","Based on the given description, Elev8te is a business consulting and growth advisory firm that offers a range of services for companies. While they may provide services to technology start-ups, their primary focus is on providing consulting and advisory services rather than developing innovative technology products or services. Therefore, the likelihood of Elev8te being a technology start-up is low.","No","","","","","elev8te.io","https://www.linkedin.com/company/elev8te-io","Coresignal","2023",""
"Fit Island","Isaac KWA","reject","","Yes","Weak value prop

No website. Sounds like a marketplace that connect SG customers to personal gym trainers, nutritionist and other service providers from around the world","","Fit Island is a unique, one-stop health and fitness platform based in Singapore. We are dedicated to bringing our customers the most comprehensive, high-end, and personalized services. By integrating health and fitness resources from across the entire island, we tailor our services to meet the unique goals and needs of each individual customer.

We pride ourselves on having the most experienced coaches in Singapore, and our platform's global reach enables us to source the finest coaches and specialists from other countries and regions, such as the United States, Japan, Korea, and Taiwan. These experts range from various fitness trainers to nutrition and medical professionals.

Our mission with Fit Island is to connect users with similar interests, fostering a more fashionable, positive, and energetic lifestyle. We encourage users to participate in an increasing number of offline activities promoted on our platform, facilitating interaction and shared experiences. By bringing together like-minded individuals, we hope to cultivate a community that thrives on shared interests and collective encouragement.

Welcome to Fit Island - your ultimate destination for a healthier, more active, and fulfilling lifestyle.","","Others","Wellness and Fitness Services","Singapore","3","Based on the given description, Fit Island does not appear to be primarily focused on innovative technology. While they mention integrating health and fitness resources and having a platform, there is no specific mention of any unique or innovative technology that sets them apart. Instead, they emphasize their personalized services, experienced coaches, and offline activities. Therefore, it is unlikely that Fit Island is a technology start-up.","No","","","","","fit_island.vertex_invalid","https://www.linkedin.com/company/dingqian-international-health-management-pte-ltd","Coresignal","2023",""
"Fitness Equity","Isaac KWA","reject","","Yes","Portfolio holding company","","Fitness Equity is a holding company dedicated to promoting wellness and investing in people's health. Our portfolio of businesses offers a range of options for individuals seeking to prioritise their health, as well as B2B wellness marketing services. With a commitment to accessibility and inclusivity, we strive to make good health a right for everyone.","","Others","Wellness and Fitness Services","Singapore","2","Based on the given description, Fitness Equity does not appear to be a technology start-up. While they mention investing in people's health and offering B2B wellness marketing services, there is no mention of innovative technology or a marketplace need being met through technology. The focus seems to be more on promoting wellness and accessibility rather than leveraging technology for their products or services.","No","","","","","arunjayaraj.com","https://www.linkedin.com/company/fitness-equity","Coresignal","2023",""
"Flow State Communications Pte Ltd","Isaac KWA","reject","","Yes","Brand consultancy","","Corporate Training & Executive Coaching
Communications & Media
Brand Strategy

Contact: info@flowstatecommunications.com","","Others","Business Consulting and Services","Singapore","2","Based on the given information, it is unlikely that this company is a technology start-up. The company primarily offers brand strategy, brand management, and corporate training services, which are not focused on meeting a marketplace need through innovative technology. The mention of 'flowstatecommunications.com' as a website does not provide any indication of technology-focused products or services. Therefore, the likelihood of this company being a technology start-up is low.","No","","","","","flowstatecommunications.com","https://www.linkedin.com/company/flow-state-communications","Coresignal","2023",""
"For Generations to Come 為子孫後代","Isaac KWA","reject","","Yes","Network and events
","","For Generations to Come has been set up to create a community of likeminded investors (mainly family offices and HNWI) who are looking to scale their assets, invest together via clubdeals, share knowledge and insights. It will host a regular flow of online and offline events during which invited companies (start-up to multinational) and investment vehicles can showcase themselves.","","Others","Events Services","Singapore","3","Based on the given description, the company does not explicitly mention any innovative technology or products that they offer. They focus on creating a community of investors and hosting events for companies to showcase themselves. While technology may be used in the operations of the company, it is not the main focus or core offering. Therefore, the likelihood of this company being a technology start-up is low.","No","","","","","forgenerationstocome.nl","https://www.linkedin.com/company/for-generations-to-come","Coresignal","2023",""
"form-three","Isaac KWA","reject","","Yes","Product design consultancy","","We are digital product design consultants specializing in creating, validating, and optimizing digital products, services, and ventures for B2B, B2E, and B2G models.

We tackle complex problems with research, strategic thinking, and functional design.

Regardless of the method, we prioritize delivering high-quality solutions and tangible results that contribute to the growth of your business.

Join us, and let's design a better experience together.","","Others","Design Services","Singapore","3","Based on the given description, the company is described as a design consultancy dedicated to empowering modern businesses. While they mention being powered by meticulous research and insights, there is no specific mention of innovative technology or a focus on meeting a marketplace need through technology. Therefore, it is unlikely that this company is a technology start-up.","No","","","","","form-three.com","https://www.linkedin.com/company/form-three","Coresignal","2023",""
"GenVest","Isaac KWA","reject","","Yes","Workshop provider","","-","","FinTech","Investment Advice","Singapore","3","Based on the given company description and website text, it is unlikely that GENVEST is a technology start-up. The focus of the company seems to be on providing educational resources and guidance for young investors in the world of finance. While they may utilize technology to deliver their content and services, their main offering does not appear to be centered around innovative technology. The company's mission and services align more with the FinTech category, as they aim to educate and guide individuals in making wise investment choices. However, without further information about their technology-driven solutions or innovative products, it is difficult to categorize them more specifically.","No","","","","","gnvst.com","https://www.linkedin.com/company/genvestsg","Coresignal","2023",""
"Glamjack","Isaac KWA","reject","","Yes","Weak value prop","","Crypto-Ed Firm based in Singapore","","Gaming","Blockchain Services","Singapore","3","Based on the given description, it is unlikely that this company is a technology start-up. The focus of the company is on card games that promote social interaction and critical thinking among teenagers. While the games may have a digital component, there is no mention of innovative technology or a marketplace need being addressed through technology. The company seems to be more focused on entertainment and social engagement rather than technology-driven solutions.","No","","","","","glamjack.vertex_invalid","https://www.linkedin.com/company/zappl","Coresignal","2023",""
"HDC LED DISPLAY ASIA PTE LTD","Isaac KWA","reject","","Yes","Traditional manufacturing firm","","Illuminating the city with LED technology | LED display manufacturer","","Others","Manufacturing","Singapore","3","Based on the limited information provided, it is difficult to determine if the company is a technology start-up. The website text mentions that the company is a high-tech enterprise and specializes in LED creative business display products. However, without more information about the innovative technology they are using or the marketplace need they are addressing, it is uncertain if they meet the criteria of a tech start-up.","No","","","","","hg-hdc.com","https://www.linkedin.com/company/hdc-led-display-asia-pte-ltd","Coresignal","2023",""
"Hinterland Special Opportunities Fund","Isaac KWA","reject","","Yes","Family office fund","","Hinterland Special Opportunities Fund, a sub-fund registered with the Monetary Authority of Singapore (“MAS”) aims to invest in equities and fixed income assets across Asia.","","Others","Investment Management","Singapore","3","Based on the given information, it is difficult to determine the likelihood of the company being a technology start-up. While the company mentions technology as one of their main pillars of investment strategies, there is no specific information provided about their focus on innovative technology or meeting a marketplace need. The company's expertise and portfolio also include other sectors such as fund management, private equity, healthcare, and wellness. Without more information, it is unclear if technology is the primary focus of the company.","No","","","","","hinterland.sg","https://www.linkedin.com/company/hinterlandcapital","Coresignal","2023",""
"IDCN.network","Isaac KWA","reject","","Yes","Too early but based on description, sounds like a traditional service provider trying to sell AI","","IDCN envisions to bring together like businesses who are interested in growing their customer base. We help manufacturers find more international distributors and help independent distributors to grow their business by finding more manufacturers.","","B2B Marketplaces","Business Intelligence Platforms","Singapore","3","Based on the given company description and website text, IDCN does not appear to be a technology start-up. While they utilize an online network and offer services through their website, their main focus is on connecting businesses and facilitating B2B introductions. There is no mention of innovative technology or a unique technological solution. Therefore, IDCN is more likely a B2B marketplace.","No","","","","","idcn.network","https://www.linkedin.com/company/idcn-network","Coresignal","2023",""
"ID Craft Pte Ltd","Isaac KWA","reject","","Yes","Interior designer","","ID Craft Pte Ltd is incorporated in Singapore as a Design & Build service provider and was founded by experience team of people with a strong commitment to continue to provide the best solutions and design for the modern office environment. 

Our aim is to achieve an effective office environment that goes beyond simply just an aesthetic and cost saving solutions. Our company can enhance our client’s office environment and bring out that “WOW!” factor which really sets us apart from our competition.

We believe that our expertise and experience will provide our client an exceptional office environment. With our experience and culture, we strive to provide great experience to our clients in every project we are task to do!","","Others","Building Construction","Singapore","2","Based on the company description and website text provided, ID Craft Pte Ltd does not appear to be a technology start-up. They are described as a Design & Build service provider for office environments, focusing on providing solutions and design. There is no mention of innovative technology or a marketplace need being addressed through technology. Their services seem to be more focused on interior design and construction rather than technology-driven solutions.","No","","","","","idcraft.sg","https://www.linkedin.com/company/id-craft-pte-ltd","Coresignal","2023",""
"Kassyklaws","Isaac KWA","reject","","Yes","Nail home-business","","𓍢 ִ ໋ ִֶָ ✣ Slots released every Sunday | Pasir Ris ֒ ࣪˖","","Others","Wellness and Fitness Services","Singapore","3","Based on the limited information provided, it is difficult to determine if the company is a technology start-up. The given text does not mention any specific innovative technology or products/services that the company offers. It only mentions the release of slots every Sunday, which does not provide enough information to assess the use of innovative technology. Additionally, the mention of Pasir Ris does not provide any indication of the company's focus on meeting a marketplace need through technology. Without more information, it is not possible to confidently classify the company as a technology start-up.","No","","","","","instagram.com","https://www.linkedin.com/company/kassyklaws","Coresignal","",""
"KennethWong LLC","Isaac KWA","reject","","Yes","Law firm
","","KennethWong LLC is a boutique law firm that specializes in dispute resolution.

Our team has over 10 years of courtroom experience and can conduct mediations, trials and appeals at all levels of the Singapore Courts to resolve disputes for you.

We also provide non-contentious legal services such as negotiations, drafting and corporate advisory work to prevent disputes for you.

Our doors are open to any individual or corporation facing legal challenges. We exist to make it happen and be in your corner.","","Others","Law Practice","Singapore","2","Based on the company description and website text provided, KennethWong LLC is a law firm that specializes in dispute resolution and provides legal representation to Small-Medium Enterprises (SMEs). There is no mention of any innovative technology or tech-focused products or services. The company primarily offers professional and consulting services in the legal field, which does not align with the definition of a technology startup.","No","","","","","kwllc.com.sg","https://www.linkedin.com/company/kennethwongllc","Coresignal","2023",""
"Laemda","Isaac KWA","reject","","Yes","Marketing agency","","We are a Singapore based digital agency that work with brands to drive growth through user-centric marketing strategies.","","Others","Advertising Services","Singapore","3","Based on the given information, the company is described as a digital agency that works with brands to drive growth through user-centric marketing strategies. While they may utilize technology in their marketing strategies, the focus of the company seems to be on providing professional and consulting services rather than developing innovative technology products or services. Therefore, it is less likely to be a technology start-up.","No","","","","","laemda.com","https://www.linkedin.com/company/cupboard-creative","Coresignal","2023",""
"Madtech Social","Isaac KWA","reject","","Yes","Website is wrong for some reason. Marketing agency","","🎉 Welcome to the wild and wacky world of Madtech Social! 🎉

Step right up, ladies and gentlemen, and prepare to have your marketing minds blown! We're not your average run-of-the-mill marketing company. Oh no, we're the mischievous masterminds behind the quirkiest and most unforgettable marketing summits you've ever laid eyes on!

Picture this: a magical extravaganza where traditional marketing strategies meet roller coaster rides of innovation. We bring together the brightest minds, the boldest ideas, and a touch of mad genius to create an unforgettable experience that will leave you questioning everything you thought you knew about marketing.

From the sunny shores of Miami to the bustling streets of Tokyo, Madtech Social is on a global mission to redefine the rules of the marketing game. We've got the secret sauce, the hidden tricks up our sleeves, and the sparkly glitter cannons to make your marketing dreams come true.

But hold on tight, my friends, because this is not your typical corporate snooze-fest. At Madtech Social, we believe that laughter, creativity, and a dash of insanity are the secret ingredients to success. So, get ready to break out your craziest ideas, put on your silliest hat, and join us for a wild ride through the lands of innovation and marketing mayhem.

So, grab your neon-colored sunglasses, dust off your dancing shoes, and prepare for an adventure like no other. Madtech Social is here to rock your world, one unique marketing summit at a time. Buckle up and get ready for a journey that will leave you begging for more!

Welcome to the Madtech Social revolution. Let's make marketing magic together! ✨🚀","","Others","Events Services","Singapore","3","Based on the given description, it is unlikely that Madtech Social is a technology start-up. While they mention innovative marketing strategies and global missions, there is no specific mention of technology or innovative technology solutions. The focus seems to be more on creativity, entertainment, and unconventional marketing approaches. Additionally, the description emphasizes the company's role in organizing marketing summits and events, which aligns more with a marketing agency or event management company rather than a technology start-up.","No","","","","","medtech.social","https://www.linkedin.com/company/madtech-social","Coresignal","2023",""
"Majestic Motorsports","Isaac KWA","reject","","Yes","Luxury car dealership","","At our luxury car dealership, we believe in making your dream car a reality. Whether you're looking for a sleek sports car, a powerful SUV, or a stylish sedan, we've got you covered. With our extensive inventory and knowledgeable sales team, we're here to guide you through the entire car buying process with ease. From the moment you step into our showroom, you'll feel at home, with a relaxed and welcoming atmosphere. We understand that buying a car is a big decision, which is why we take the time to listen to your needs and help you find the perfect vehicle to fit your lifestyle. So, come visit us and let us help you drive away in your dream car today!

Company ACRA :202316113R","","Others","Retail Motor Vehicles","Singapore","2","Based on the given company description and optional website text, it is unlikely that this company is a technology start-up. The description focuses on a luxury car dealership and emphasizes the inventory, sales team, and car buying process. There is no mention of any innovative technology or marketplace need being addressed. The company appears to be more focused on providing luxury cars and a personalized buying experience rather than developing innovative technology solutions.","No","","","","","majestic_motor_media.vertex_invalid","https://www.linkedin.com/company/majesticmotorsports","Coresignal","2023",""
"MAKRISEN","Isaac KWA","reject","","Yes","Tech-implementation consultancy firm","","At Makrisen, we believe that true solutions transcend boundaries. Our mission is to provide personalised consulting services that empower businesses in diverse industries, ensuring that no problem goes unresolved.

In a rapidly evolving world, we understand the importance of staying ahead of the curve. That's why we combine our deep industry expertise with a relentless pursuit of new and emerging technologies. By leveraging cutting-edge tools and innovative approaches, we deliver transformative solutions that drive success and create lasting impact.

We pride ourselves on our client-centric approach. We recognize that each organization is unique, with its own set of challenges and aspirations. Our team of seasoned consultants takes the time to truly understand your business, tailoring our strategies to your specific needs and goals. Together, we navigate the complexities of your industry and uncover opportunities for growth and resilience.

But our commitment extends beyond individual clients. We aspire to make a positive difference on a larger scale. By engaging with diverse communities, collaborating with industry leaders, and embracing social responsibility, we work towards a future where problems are not only solved for our clients but for society as a whole.

Join us on this journey of transformation. Together, let's redefine what's possible, break down barriers, and shape a world together.","","Others","IT Services and IT Consulting","Singapore","3","Based on the given company description and website text, it is unlikely that Makrisen is a technology start-up. While they mention leveraging cutting-edge tools and innovative approaches, their main focus seems to be on providing personalized consulting services for businesses in diverse industries. They prioritize a hands-on approach and tailoring solutions to meet specific needs, which aligns more with a consulting firm rather than a technology start-up.","No","","","","","makrisen.com","https://www.linkedin.com/company/makrisen","Coresignal","2023",""
